Destination,Condition,Month,Temperature,Festival,Holiday Season,Popularity Index
Tirupati,Clear,October,20.8,Yes,Yes,73
Ahmedabad,Clear,February,18.3,No,No,44
Shirdi,Clear,May,28.3,No,Yes,51
Munnar,Clouds,March,15.9,Yes,No,60
Tirupati,Fog,November,18,Yes,Yes,72
Alleppey,Rain,December,7.2,Yes,Yes,61
Nainital,Rain,May,29,No,Yes,45
Mathura & Vrindavan,Clear,December,17.2,Yes,Yes,69
Statue of Unity (Kevadia),Clear,October,28.2,Yes,Yes,67
Varanasi,Clear,February,13.7,No,No,38
Kanyakumari,Clouds,March,28.4,Yes,No,69
Mysuru,Clear,November,26.4,Yes,Yes,79
Mathura & Vrindavan,Clear,January,12.9,Yes,Yes,62
Visakhapatnam,Clear,March,20.8,Yes,No,66
Chennai,Clear,February,26.8,No,No,46
Mumbai,Rain,June,33.4,No,Yes,17
Goa,Clear,March,31.5,Yes,No,70
Somnath,Clear,April,38,No,No,28
Shirdi,Clear,June,33.1,No,Yes,41
Goa,Storm,April,28.2,No,No,63
Thiruvananthapuram,Rain,April,29.5,No,No,24
Udaipur,Rain,November,14.6,Yes,Yes,60
Jaipur,Clouds,December,7.7,Yes,Yes,58
Thiruvananthapuram,Rain,May,35.9,No,Yes,20
Coorg,Rain,December,19.6,Yes,Yes,81
Manali,Clear,July,18.2,No,Yes,26
Srinagar,Clear,April,26.3,No,No,65
Jodhpur,Clear,November,15.9,Yes,Yes,45
Agra,Clear,June,31.1,No,Yes,40
Vijayawada,Clear,June,31.8,No,Yes,47
Goa,Heavy Rain,May,26.1,No,Yes,61
Tirupati,Clear,December,11.4,Yes,Yes,66
Jaipur,Clear,January,17.2,Yes,Yes,59
Mysuru,Clear,December,10.8,Yes,Yes,75
Jaisalmer,Clear,June,26.4,No,Yes,46
Delhi,Clear,January,24.5,Yes,Yes,71
Jaisalmer,Clear,July,29.5,No,Yes,44
Manali,Heavy Snow,August,23.5,Yes,No,30
Pushkar,Clear,August,22.9,Yes,No,57
Nashik,Clear,October,30.7,Yes,Yes,47
Kodaikanal,Clear,August,21.1,Yes,No,45
Vijayawada,Clear,July,26,No,Yes,51
Prayagraj,Heavy Rain,October,27.7,Yes,Yes,66
Shirdi,Rain,July,28.3,No,Yes,44
Nashik,Rain,November,12.1,Yes,Yes,45
Dharamshala,Fog,April,20.9,No,No,35
Visakhapatnam,Clear,April,34.9,No,No,45
Udaipur,Storm,December,22.3,Yes,Yes,65
Prayagraj,Clear,November,20.4,Yes,Yes,68
Pune,Clear,September,31.7,No,No,49
Mumbai,Clear,July,31.4,No,Yes,22
Ayodhya,Rain,March,14.9,Yes,No,61
Tirupati,Storm,January,17.2,Yes,Yes,67
Kolkata,Clear,June,36.6,No,Yes,39
Aurangabad,Clear,March,31.4,Yes,No,40
Visakhapatnam,Rain,May,37.6,No,Yes,43
Jaipur,Clouds,February,10.4,No,No,45
Mathura & Vrindavan,Clear,February,19,No,No,56
Vaishno Devi (Katra),Clear,November,23.9,Yes,Yes,67
Kodaikanal,Clear,September,15.3,No,No,43
Prayagraj,Clear,December,10.7,Yes,Yes,64
Prayagraj,Clear,January,18,Yes,Yes,64
Nashik,Clouds,December,9.4,Yes,Yes,46
Lucknow,Clear,October,19.3,Yes,Yes,59
Somnath,Heavy Rain,May,38.3,No,Yes,24
Thiruvananthapuram,Clouds,June,34.5,No,Yes,18
Shirdi,Clear,August,24.6,Yes,No,53
Udaipur,Clear,January,16.9,Yes,Yes,60
Dharamshala,Clear,May,30.4,No,Yes,36
Kolkata,Storm,July,24,No,Yes,47
Coorg,Clear,January,21.2,Yes,Yes,78
Dharamshala,Clear,June,36.7,No,Yes,25
Bengaluru,Clouds,August,21.1,Yes,No,47
Pune,Rain,October,19,Yes,Yes,67
Vijayawada,Clear,August,32.1,Yes,No,53
Madurai,Clear,September,28.4,No,No,46
Jaipur,Heavy Rain,March,17.2,Yes,No,56
Jodhpur,Clear,December,13,Yes,Yes,43
Prayagraj,Clear,February,10.9,No,No,50
Vaishno Devi (Katra),Fog,December,5.2,Yes,Yes,58
Tirupati,Clouds,February,24.1,No,No,60
Mathura & Vrindavan,Clear,March,17.8,Yes,No,62
Thiruvananthapuram,Fog,July,21.9,No,Yes,24
Udaipur,Clear,February,20.6,No,No,52
Coorg,Clear,February,27.5,No,No,68
Kanyakumari,Clouds,April,23.9,No,No,60
Hampi,Clear,April,26.3,No,No,55
Amritsar,Clouds,September,19.5,No,No,51
Chennai,Clear,March,24.6,Yes,No,52
Jaipur,Rain,April,21.7,No,No,42
Munnar,Clear,April,21.7,No,No,60
Mumbai,Rain,August,30.5,Yes,No,27
Hampi,Clear,May,27.6,No,Yes,56
Nashik,Fog,January,17.4,Yes,Yes,45
Jaisalmer,Clouds,August,20.2,Yes,No,51
Jodhpur,Clear,January,21.5,Yes,Yes,46
Mathura & Vrindavan,Clouds,April,33.7,No,No,42
Hampi,Clear,June,27.9,No,Yes,52
Alleppey,Storm,January,21.4,Yes,Yes,68
Aurangabad,Fog,April,23.2,No,No,27
Nashik,Clear,February,24.3,No,No,38
Alleppey,Clouds,February,13.2,No,No,55
Dharamshala,Rain,July,22.9,No,Yes,34
Amritsar,Clear,October,24,Yes,Yes,70
Kochi,Clouds,August,23.1,Yes,No,42
Alleppey,Rain,March,26.9,Yes,No,64
Amritsar,Clear,November,18.6,Yes,Yes,71
Kolkata,Clear,August,27.7,Yes,No,53
Shimla,Clear,June,19.2,No,Yes,23
Statue of Unity (Kevadia),Rain,November,14.2,Yes,Yes,64
Kochi,Rain,September,25.6,No,No,42
Mathura & Vrindavan,Clear,May,33.5,No,Yes,44
Rishikesh & Haridwar,Snow,November,15.4,Yes,Yes,58
Nashik,Rain,March,24.5,Yes,No,44
Visakhapatnam,Clear,June,28.3,No,Yes,48
Mumbai,Clear,September,28.9,No,No,30
Pushkar,Clear,September,32.1,No,No,54
Kodaikanal,Clouds,October,7.3,Yes,Yes,54
Kolkata,Clear,September,23.6,No,No,54
Vijayawada,Storm,September,23.4,No,No,57
Kochi,Clouds,October,28.8,Yes,Yes,58
Pune,Clear,November,25.2,Yes,Yes,70
Agra,Heavy Rain,July,26.9,No,Yes,43
Dharamshala,Fog,August,22.4,Yes,No,39
Ajmer,Clear,April,27.3,No,No,39
Tirupati,Fog,March,27.1,Yes,No,69
Pushkar,Clear,October,21,Yes,Yes,73
Ahmedabad,Fog,March,12.4,Yes,No,46
Darjeeling,Clouds,July,16.9,No,Yes,38
Dwarka,Rain,March,29.2,Yes,No,66
Manali,Snow,September,7.1,No,No,27
Dwarka,Clouds,April,27.9,No,No,53
Vaishno Devi (Katra),Rain,January,23,Yes,Yes,63
Darjeeling,Snow,August,6,Yes,No,34
Mysuru,Clear,January,18.3,Yes,Yes,75
Nainital,Heavy Snow,June,21.8,No,Yes,31
Varanasi,Clear,March,21.1,Yes,No,51
Bengaluru,Storm,September,25.5,No,No,47
Rishikesh & Haridwar,Clear,December,21.8,Yes,Yes,64
Shimla,Snow,July,5.9,No,Yes,16
Visakhapatnam,Clear,July,25.3,No,Yes,49
Manali,Fog,October,12.2,Yes,Yes,46
Nainital,Clear,July,19.3,No,Yes,23
Kochi,Fog,November,8,Yes,Yes,52
Pune,Rain,December,6.8,Yes,Yes,62
Shirdi,Clear,September,24.9,No,No,53
Lucknow,Clouds,November,15.2,Yes,Yes,57
Vaishno Devi (Katra),Clear,February,10.8,No,No,49
Ooty,Rain,May,24.9,No,Yes,61
Delhi,Clear,February,21.7,No,No,62
Aurangabad,Clouds,May,30,No,Yes,27
Rameswaram,Clouds,February,10.2,No,No,41
Coorg,Rain,March,28,Yes,No,74
Udaipur,Clear,March,27.1,Yes,No,58
Bengaluru,Clear,October,18.5,Yes,Yes,62
Thiruvananthapuram,Rain,August,30.9,Yes,No,27
Rameswaram,Rain,March,20.2,Yes,No,56
Bengaluru,Rain,November,17.3,Yes,Yes,62
Nainital,Clear,August,23.8,Yes,No,33
Coorg,Clear,April,23.7,No,No,59
Manali,Clear,November,16.3,Yes,Yes,48
Lucknow,Clear,December,19.6,Yes,Yes,62
Pushkar,Storm,November,15.6,Yes,Yes,72
Dharamshala,Clear,September,24.8,No,No,41
Goa,Clouds,June,23,No,Yes,50
Kolkata,Rain,October,18.8,Yes,Yes,68
Nashik,Clouds,April,28.2,No,No,29
Hampi,Clouds,July,26.3,No,Yes,53
Jaisalmer,Clear,September,31.9,No,No,50
Jaipur,Clear,May,35.7,No,Yes,37
Nashik,Clear,May,33,No,Yes,26
Rameswaram,Clouds,April,27,No,No,43
Darjeeling,Rain,September,7.9,No,No,36
Ahmedabad,Clear,April,25.5,No,No,36
Ayodhya,Clear,April,25.6,No,No,51
Kodaikanal,Rain,November,6.7,Yes,Yes,51
Tirupati,Rain,April,34.6,No,No,49
Kochi,Clouds,December,21.9,Yes,Yes,61
Manali,Clear,December,1.7,Yes,Yes,32
Varanasi,Clear,April,23.1,No,No,37
Nashik,Fog,June,25.5,No,Yes,25
Madurai,Clouds,October,27.3,Yes,Yes,61
Chennai,Clouds,April,22.7,No,No,37
Alleppey,Rain,April,30.9,No,No,52
Rishikesh & Haridwar,Clear,January,8.4,Yes,Yes,52
Somnath,Clear,June,31.5,No,Yes,24
Madurai,Clear,November,13.8,Yes,Yes,60
Vijayawada,Clouds,October,25.8,Yes,Yes,73
Shimla,Rain,August,14.6,Yes,No,26
Nashik,Storm,July,22.1,No,Yes,27
Statue of Unity (Kevadia),Clear,December,13.7,Yes,Yes,67
Rameswaram,Rain,May,28.4,No,Yes,39
Madurai,Clear,December,11.1,Yes,Yes,59
Mysuru,Clear,February,10.1,No,No,60
Varanasi,Clouds,May,31.4,No,Yes,31
Srinagar,Rain,May,30.8,No,Yes,65
Ahmedabad,Rain,May,29,No,Yes,36
Jaipur,Heavy Rain,June,25.1,No,Yes,39
Jodhpur,Storm,February,11,No,No,31
Vijayawada,Rain,November,20.4,Yes,Yes,73
Pushkar,Storm,December,10.1,Yes,Yes,70
Aurangabad,Rain,June,34.8,No,Yes,18
Madurai,Clear,January,11.1,Yes,Yes,55
Amritsar,Rain,December,16.1,Yes,Yes,65
Jaipur,Clear,July,30.1,No,Yes,39
Shirdi,Heavy Rain,October,19.7,Yes,Yes,71
Mumbai,Clear,October,26.2,Yes,Yes,46
Hampi,Clear,August,32.2,Yes,No,55
Amritsar,Clear,January,13.1,Yes,Yes,63
Dharamshala,Snow,October,12.2,Yes,Yes,50
Statue of Unity (Kevadia),Clouds,January,15.8,Yes,Yes,63
Kodaikanal,Rain,December,4.7,Yes,Yes,42
Somnath,Clear,July,26.5,No,Yes,28
Thiruvananthapuram,Clear,September,29,No,No,30
Rishikesh & Haridwar,Clear,February,18.4,No,No,49
Shimla,Clear,September,18.5,No,No,29
Lucknow,Clear,January,8.7,Yes,Yes,51
Kodaikanal,Rain,January,8.1,Yes,Yes,47
Thiruvananthapuram,Rain,October,21,Yes,Yes,46
Bengaluru,Clear,December,11.9,Yes,Yes,61
Goa,Fog,July,19.2,No,Yes,47
Ayodhya,Clear,May,27.7,No,Yes,48
Mumbai,Rain,November,23.4,Yes,Yes,47
Varanasi,Clouds,June,27.8,No,Yes,28
Vijayawada,Clear,December,16.1,Yes,Yes,74
Kochi,Clouds,January,17.4,Yes,Yes,55
Rishikesh & Haridwar,Clear,March,20.6,Yes,No,56
Jaisalmer,Clear,October,18.9,Yes,Yes,71
Vaishno Devi (Katra),Clouds,March,15.5,Yes,No,58
Coorg,Clouds,May,32.1,No,Yes,57
Agra,Clear,August,31.7,Yes,No,46
Agra,Rain,September,22.8,No,No,49
Pushkar,Clear,January,8.4,Yes,Yes,65
Rishikesh & Haridwar,Clear,April,25.1,No,No,41
Shimla,Fog,October,18.4,Yes,Yes,44
Udaipur,Rain,April,23.9,No,No,42
Coorg,Rain,June,26.4,No,Yes,55
Pune,Rain,January,22.9,Yes,Yes,66
Alleppey,Clear,May,33.7,No,Yes,49
Nashik,Clear,August,31.2,Yes,No,31
Chennai,Clouds,May,39.5,No,Yes,28
Jodhpur,Clear,March,22.8,Yes,No,40
Varanasi,Fog,July,29.7,No,Yes,25
Chennai,Clouds,June,35.9,No,Yes,27
Vaishno Devi (Katra),Fog,April,31.5,No,No,41
Somnath,Clear,August,22.9,Yes,No,35
Munnar,Clear,May,21.1,No,Yes,63
Agra,Storm,October,21.3,Yes,Yes,65
Mysuru,Clear,March,21.5,Yes,No,73
Mathura & Vrindavan,Fog,June,30.6,No,Yes,41
Lucknow,Fog,February,19.9,No,No,47
Ahmedabad,Clear,June,34.4,No,Yes,28
Vijayawada,Clear,January,21.8,Yes,Yes,71
Lucknow,Heavy Rain,March,17.8,Yes,No,53
Dwarka,Clear,May,26.5,No,Yes,54
Nainital,Heavy Snow,September,24.5,No,No,33
Ooty,Rain,June,24,No,Yes,46
Mathura & Vrindavan,Clouds,July,28.2,No,Yes,45
Madurai,Clear,February,15.8,No,No,48
Kochi,Clear,February,25.7,No,No,48
Kanyakumari,Storm,May,38.1,No,Yes,49
Kochi,Rain,March,22.8,Yes,No,53
Ajmer,Clear,May,29.1,No,Yes,40
Mumbai,Clear,December,16.3,Yes,Yes,47
Vijayawada,Storm,February,16.8,No,No,59
Tirupati,Clear,May,31.8,No,Yes,49
Pushkar,Clear,February,22.4,No,No,62
Mumbai,Rain,January,8.3,Yes,Yes,37
Srinagar,Clear,June,23.9,No,Yes,48
Nainital,Clear,October,18.5,Yes,Yes,48
Coorg,Clear,July,32.2,No,Yes,54
Tirupati,Fog,June,25.1,No,Yes,46
Ajmer,Clear,June,24.1,No,Yes,36
Nainital,Clear,November,10.3,Yes,Yes,41
Chennai,Clear,July,29.4,No,Yes,34
Nainital,Rain,December,-1,Yes,Yes,21
Thiruvananthapuram,Storm,November,16.2,Yes,Yes,45
Jaisalmer,Clouds,November,21.8,Yes,Yes,73
Vaishno Devi (Katra),Fog,May,34.4,No,Yes,40
Munnar,Clear,June,23.8,No,Yes,48
Jaisalmer,Clear,December,22.3,Yes,Yes,73
Goa,Clouds,August,26.6,Yes,No,52
Prayagraj,Clouds,March,29.5,Yes,No,60
Rishikesh & Haridwar,Clear,May,30.4,No,Yes,40
Vaishno Devi (Katra),Clear,June,32.6,No,Yes,38
Somnath,Clear,September,22.7,No,No,35
Kolkata,Clear,November,17.5,Yes,Yes,69
Dharamshala,Heavy Snow,November,21.5,Yes,Yes,57
Kochi,Heavy Rain,April,34.9,No,No,32
Statue of Unity (Kevadia),Rain,February,12.6,No,No,51
Tirupati,Clear,July,32.8,No,Yes,43
Goa,Clear,September,28.7,No,No,52
Alleppey,Heavy Rain,June,36.3,No,Yes,35
Jodhpur,Clear,April,29.6,No,No,28
Mysuru,Clear,April,34.3,No,No,52
Shimla,Clear,November,17.1,Yes,Yes,43
Pushkar,Clear,March,16.1,Yes,No,67
Coorg,Clear,August,32,Yes,No,60
Alleppey,Clear,July,22.6,No,Yes,41
Delhi,Clear,March,19,Yes,No,67
Rishikesh & Haridwar,Clouds,June,31.1,No,Yes,35
Varanasi,Rain,August,21.1,Yes,No,34
Pune,Clear,February,15.2,No,No,54
Udaipur,Rain,May,38.9,No,Yes,34
Kochi,Clear,May,30.3,No,Yes,38
Kochi,Heavy Rain,June,33.2,No,Yes,30
Rameswaram,Fog,June,25.3,No,Yes,33
Tirupati,Clouds,August,23.7,Yes,No,53
Ajmer,Clear,July,32.2,No,Yes,34
Ahmedabad,Heavy Rain,July,27.7,No,Yes,34
Jaisalmer,Clear,January,24.9,Yes,Yes,72
Rishikesh & Haridwar,Clear,July,26.6,No,Yes,39
Manali,Clear,January,2.5,Yes,Yes,30
Somnath,Clear,October,20.9,Yes,Yes,54
Kodaikanal,Clear,February,18.4,No,No,48
Lucknow,Clear,April,31.8,No,No,36
Ajmer,Clear,August,29.6,Yes,No,42
Dharamshala,Rain,December,10.4,Yes,Yes,52
Jaisalmer,Clear,February,10.8,No,No,57
Visakhapatnam,Rain,August,29.1,Yes,No,53
Mysuru,Clear,May,37.8,No,Yes,50
Kanyakumari,Fog,June,26.3,No,Yes,45
Tirupati,Clear,September,25.6,No,No,54
Kolkata,Rain,December,15,Yes,Yes,68
Varanasi,Clear,September,22.5,No,No,35
Nainital,Clouds,January,5,Yes,Yes,33
Jaipur,Rain,August,23.9,Yes,No,46
Kochi,Rain,July,21.9,No,Yes,36
Kochi,Rain,August,24.5,Yes,No,42
Shirdi,Clear,November,25.3,Yes,Yes,73
Mathura & Vrindavan,Clear,August,33.2,Yes,No,47
Dharamshala,Fog,January,19.8,Yes,Yes,53
Mumbai,Clear,February,25.2,No,No,35
Nainital,Clouds,February,9.3,No,No,29
Somnath,Clear,November,19.4,Yes,Yes,55
Ahmedabad,Clear,August,29.1,Yes,No,39
Bengaluru,Clear,January,18.5,Yes,Yes,61
Somnath,Clouds,December,15.7,Yes,Yes,49
Rameswaram,Rain,July,28.1,No,Yes,33
Ayodhya,Fog,June,33.4,No,Yes,36
Agra,Clear,November,16.2,Yes,Yes,65
Visakhapatnam,Rain,September,21.1,No,No,54
Darjeeling,Clear,October,17.5,Yes,Yes,58
Aurangabad,Rain,July,25.7,No,Yes,25
Kodaikanal,Clear,March,14.1,Yes,No,56
Ajmer,Fog,September,19.1,No,No,42
Hampi,Clear,September,28.5,No,No,59
Statue of Unity (Kevadia),Clouds,March,23.6,Yes,No,63
Ayodhya,Clear,July,27.6,No,Yes,42
Vaishno Devi (Katra),Clear,July,22,No,Yes,44
Pune,Clear,March,18.2,Yes,No,63
Kanyakumari,Clouds,July,20.8,No,Yes,45
Jodhpur,Clear,May,40.5,No,Yes,20
Ayodhya,Clouds,August,23.3,Yes,No,49
Coorg,Clear,September,24.4,No,No,64
Ajmer,Rain,October,23.6,Yes,Yes,58
Rishikesh & Haridwar,Clear,August,29.5,Yes,No,44
Munnar,Clear,July,13.1,No,Yes,41
Mysuru,Heavy Rain,June,25.6,No,Yes,54
Chennai,Clear,August,33.5,Yes,No,36
Srinagar,Clear,July,22.7,No,Yes,50
Kanyakumari,Heavy Rain,August,22.3,Yes,No,48
Manali,Heavy Snow,February,11,No,No,33
Jodhpur,Clear,June,31.3,No,Yes,17
Mysuru,Rain,July,21.5,No,Yes,55
Rishikesh & Haridwar,Rain,September,28.8,No,No,44
Nashik,Rain,September,27.1,No,No,33
Agra,Clear,December,13.9,Yes,Yes,65
Jaipur,Storm,September,23,No,No,46
Goa,Fog,October,27.7,Yes,Yes,73
Ooty,Rain,July,17.2,No,Yes,42
Jodhpur,Clear,July,28.7,No,Yes,20
Manali,Clouds,March,9.3,Yes,No,44
Prayagraj,Rain,April,34.7,No,No,40
Kanyakumari,Rain,September,25.5,No,No,48
Udaipur,Clouds,June,22.3,No,Yes,40
Thiruvananthapuram,Clouds,December,7.9,Yes,Yes,42
Somnath,Clear,January,19.4,Yes,Yes,50
Goa,Clear,November,24.6,Yes,Yes,76
Dwarka,Clear,June,29.6,No,Yes,49
Kanyakumari,Fog,October,15.7,Yes,Yes,67
Munnar,Clear,August,19.6,Yes,No,48
Goa,Storm,December,17,Yes,Yes,75
Mysuru,Fog,August,27.8,Yes,No,60
Amritsar,Clear,February,26.4,No,No,57
Dwarka,Rain,July,25.7,No,Yes,50
Goa,Heavy Rain,January,17.1,Yes,Yes,74
Goa,Clouds,February,22.7,No,No,66
Kanyakumari,Rain,November,19.9,Yes,Yes,71
Somnath,Clouds,February,14.7,No,No,38
Pushkar,Clear,April,31.2,No,No,51
Thiruvananthapuram,Clear,January,14,Yes,Yes,41
Amritsar,Rain,March,18.3,Yes,No,65
Kanyakumari,Clear,December,22.2,Yes,Yes,74
Jaipur,Clear,October,26.2,Yes,Yes,63
Kochi,Fog,September,18.3,No,No,41
Kolkata,Clear,January,18.4,Yes,Yes,67
Ajmer,Clear,November,25.3,Yes,Yes,61
Kolkata,Rain,February,20.8,No,No,57
Munnar,Clouds,September,17,No,No,47
Vijayawada,Clear,March,18,Yes,No,67
Visakhapatnam,Clouds,October,18.6,Yes,Yes,70
Prayagraj,Heavy Rain,May,36.7,No,Yes,40
Thiruvananthapuram,Rain,February,13.2,No,No,30
Kanyakumari,Clear,January,11.9,Yes,Yes,68
Srinagar,Clouds,August,16.2,Yes,No,52
Jodhpur,Clear,August,31,Yes,No,23
Prayagraj,Clear,June,29,No,Yes,43
Kolkata,Clouds,March,20.3,Yes,No,65
Hampi,Clear,October,29.8,Yes,Yes,73
Srinagar,Clouds,September,17.5,No,No,53
Pushkar,Clear,May,26,No,Yes,55
Kanyakumari,Rain,February,19.4,No,No,62
Pushkar,Clouds,June,33.6,No,Yes,45
Prayagraj,Clear,July,23.4,No,Yes,45
Chennai,Rain,September,21.1,No,No,40
Rishikesh & Haridwar,Clear,October,28.4,Yes,Yes,61
Mumbai,Clear,March,30.7,Yes,No,39
Ajmer,Heavy Rain,December,17.4,Yes,Yes,60
Kodaikanal,Rain,April,10.9,No,No,50
Srinagar,Clear,October,20.6,Yes,Yes,70
Statue of Unity (Kevadia),Rain,April,34,No,No,41
Manali,Snow,April,19.7,No,No,45
Nainital,Clouds,March,20.1,Yes,No,47
Aurangabad,Clear,August,30,Yes,No,30
Nainital,Rain,April,23,No,No,43
Mumbai,Clouds,April,22.1,No,No,26
Chennai,Rain,October,22.3,Yes,Yes,56
Jaipur,Clear,November,25.8,Yes,Yes,64
Manali,Clear,May,19.1,No,Yes,49
Coorg,Rain,October,27.7,Yes,Yes,78
Mysuru,Clouds,September,20.3,No,No,62
Jodhpur,Clouds,September,26.5,No,No,27
Prayagraj,Clear,August,32.7,Yes,No,46
Rameswaram,Clouds,August,26.9,Yes,No,41
Manali,Rain,June,20.5,No,Yes,34
Tirupati,Clouds,October,26,Yes,Yes,72
Kodaikanal,Clear,May,27.4,No,Yes,59
Mumbai,Clear,May,36.6,No,Yes,20
Ayodhya,Clear,September,21.1,No,No,50
Alleppey,Rain,August,21.8,Yes,No,44
Mathura & Vrindavan,Fog,September,24.9,No,No,51
Visakhapatnam,Clear,November,21.5,Yes,Yes,72
Statue of Unity (Kevadia),Rain,May,36.2,No,Yes,41
Varanasi,Clear,October,31.8,Yes,Yes,51
Dwarka,Fog,August,19,Yes,No,55
Ahmedabad,Rain,September,18.9,No,No,39
Vijayawada,Rain,April,23.7,No,No,52
Alleppey,Clear,September,27.5,No,No,45
Coorg,Fog,November,13.1,Yes,Yes,76
Madurai,Rain,March,30.7,Yes,No,54
Ooty,Clouds,August,12.8,Yes,No,44
Pushkar,Clear,July,30.9,No,Yes,49
Dwarka,Clear,September,30.8,No,No,55
Mumbai,Clouds,June,31.9,No,Yes,19
Tirupati,Clear,November,20.2,Yes,Yes,74
Hampi,Fog,November,10.5,Yes,Yes,70
Ahmedabad,Clear,October,28.6,Yes,Yes,56
Mathura & Vrindavan,Clear,October,30.9,Yes,Yes,65
Rameswaram,Clear,September,32.2,No,No,38
Rishikesh & Haridwar,Rain,November,19.9,Yes,Yes,61
Madurai,Clear,April,27.9,No,No,42
Hampi,Clear,December,22.5,Yes,Yes,78
Somnath,Heavy Rain,March,24.2,Yes,No,50
Srinagar,Clouds,November,3,Yes,Yes,58
Rameswaram,Rain,October,20.1,Yes,Yes,59
Ajmer,Rain,January,21.1,Yes,Yes,57
Ooty,Rain,September,14.1,No,No,44
Amritsar,Rain,April,29.8,No,No,50
Ayodhya,Clouds,October,25.4,Yes,Yes,68
Thiruvananthapuram,Rain,March,25.7,Yes,No,41
Rishikesh & Haridwar,Clouds,December,11.9,Yes,Yes,59
Thiruvananthapuram,Storm,April,28.4,No,No,26
Hampi,Rain,January,12,Yes,Yes,68
Chennai,Clouds,November,25,Yes,Yes,58
Ayodhya,Rain,November,11.4,Yes,Yes,64
Jodhpur,Clear,October,20.9,Yes,Yes,46
Kochi,Rain,October,17.9,Yes,Yes,56
Lucknow,Clear,May,26.4,No,Yes,40
Delhi,Rain,April,34.1,No,No,46
Ahmedabad,Clouds,November,18.1,Yes,Yes,56
Mathura & Vrindavan,Rain,November,14.6,Yes,Yes,65
Mumbai,Rain,July,22,No,Yes,24
Munnar,Rain,October,18.5,Yes,Yes,63
Amritsar,Clear,May,27.4,No,Yes,50
Pune,Heavy Rain,April,22.8,No,No,48
Bengaluru,Clear,February,16.2,No,No,50
Shirdi,Clear,December,8.3,Yes,Yes,63
Nashik,Clear,October,21.9,Yes,Yes,49
Bengaluru,Clear,March,24.2,Yes,No,58
Kanyakumari,Clear,March,33.4,Yes,No,65
Rishikesh & Haridwar,Rain,January,16.2,Yes,Yes,56
Ayodhya,Clear,December,8.4,Yes,Yes,60
Agra,Clear,January,8.9,Yes,Yes,57
Statue of Unity (Kevadia),Clear,June,33.2,No,Yes,40
Udaipur,Rain,July,29.8,No,Yes,39
Vaishno Devi (Katra),Rain,August,21.1,Yes,No,48
Ayodhya,Clouds,January,20,Yes,Yes,65
Shirdi,Rain,January,9,Yes,Yes,61
Kolkata,Fog,April,22,No,No,48
Jaipur,Rain,December,8.4,Yes,Yes,58
Darjeeling,Clear,November,7.7,Yes,Yes,51
Nainital,Clear,May,28.8,No,Yes,46
Shirdi,Fog,February,15.3,No,No,55
Amritsar,Clouds,June,35.8,No,Yes,37
Jaisalmer,Clear,March,31.6,Yes,No,63
Lucknow,Clear,June,25.5,No,Yes,36
Rameswaram,Clouds,November,13.5,Yes,Yes,57
Coorg,Clear,December,13.3,Yes,Yes,78
Lucknow,Clear,July,27.3,No,Yes,37
Nashik,Clear,November,23.7,Yes,Yes,51
Dharamshala,Rain,February,16.1,No,No,42
Kodaikanal,Clear,June,25.1,No,Yes,39
Statue of Unity (Kevadia),Clear,July,30.5,No,Yes,44
Alleppey,Clear,October,25.9,Yes,Yes,67
Visakhapatnam,Clouds,December,10.6,Yes,Yes,68
Aurangabad,Heavy Rain,September,27.5,No,No,32
Nainital,Fog,June,25,No,Yes,26
Nashik,Clear,December,17.6,Yes,Yes,51
Amritsar,Clear,July,32.8,No,Yes,40
Kochi,Rain,November,13.8,Yes,Yes,55
Srinagar,Clouds,December,8.1,Yes,Yes,54
Kodaikanal,Clear,July,16,No,Yes,34
Dharamshala,Rain,March,30.4,Yes,No,49
Jodhpur,Clouds,November,19.2,Yes,Yes,47
Vijayawada,Clear,May,37.4,No,Yes,46
Nashik,Rain,January,7.4,Yes,Yes,39
Jodhpur,Clear,December,8.6,Yes,Yes,41
Shimla,Clear,December,7.4,Yes,Yes,29
Vijayawada,Clouds,June,35.5,No,Yes,43
Rameswaram,Clouds,December,18,Yes,Yes,57
Somnath,Clear,April,24.4,No,No,37
Dharamshala,Clouds,April,24.9,No,No,36
Tirupati,Clear,December,23.9,Yes,Yes,71
Nashik,Storm,February,22,No,No,38
Rameswaram,Rain,January,17.7,Yes,Yes,55
Nainital,Clear,July,15.9,No,Yes,26
Ayodhya,Fog,February,12.7,No,No,50
Prayagraj,Clear,September,26.4,No,No,51
Mysuru,Clear,October,18.7,Yes,Yes,77
Pune,Clear,May,40,No,Yes,39
Kanyakumari,Clouds,April,21.9,No,No,60
Chennai,Clouds,December,8.8,Yes,Yes,53
Somnath,Clear,May,40.5,No,Yes,23
Mumbai,Clouds,August,27.7,Yes,No,30
Agra,Rain,February,23.3,No,No,53
Ahmedabad,Clear,December,11.9,Yes,Yes,54
Darjeeling,Clear,December,2.5,Yes,Yes,40
Goa,Rain,March,22.7,Yes,No,72
Chennai,Clear,January,17.6,Yes,Yes,54
Thiruvananthapuram,Rain,May,26.3,No,Yes,27
Vijayawada,Clear,July,24.6,No,Yes,51
Ayodhya,Clear,March,17.5,Yes,No,64
Somnath,Clear,June,32.3,No,Yes,24
Nainital,Clear,August,19,Yes,No,32
Manali,Clear,July,22.6,No,Yes,32
Nashik,Clear,March,26.4,Yes,No,45
