Destination,Temperature_C,Condition,Wind_Speed_kmph,Safety
Rishikesh & Haridwar,2.5,Clear,12.9,Safe
Rameswaram,34.0,Clear,41.0,Safe
Ooty,22.7,Rain,25.6,Safe
Somnath,33.0,Clear,39.8,Safe
Varanasi,29.4,Cloudy,11.8,Safe
Mysuru,33.7,Cloudy,43.0,Safe
Mysuru,26.9,Cloudy,30.3,Safe
Mathura & Vrindavan,34.7,Cloudy,17.8,Safe
Visakhapatnam,32.8,Cloudy,25.1,Safe
Kochi,23.1,Cloudy,18.5,Safe
Srinagar,13.4,Rain,34.2,Moderate
Darjeeling,-3.2,Clear,23.7,Safe
Statue of Unity (Kevadia),21.7,Clear,20.9,Safe
Chennai,31.6,Cloudy,34.4,Safe
Kochi,22.4,Cloudy,57.9,Moderate
Mysuru,30.6,Clear,32.5,Safe
Thiruvananthapuram,22.7,Cloudy,43.5,Safe
Statue of Unity (Kevadia),25.7,Clear,15.8,Safe
Ooty,19.9,Rain,26.9,Safe
Jaipur,33.6,Cloudy,8.1,Safe
Ooty,11.1,Rain,15.1,Safe
Visakhapatnam,24.0,Rain,23.8,Safe
Mysuru,28.5,Clear,12.0,Safe
Mumbai,22.0,Clear,20.0,Safe
Visakhapatnam,25.3,Heavy Rain,31.8,Unsafe
Dwarka,35.8,Cloudy,22.3,Safe
Mumbai,32.4,Heavy Rain,21.7,Moderate
Darjeeling,8.1,Cloudy,16.4,Safe
Lucknow,29.8,Clear,5.6,Safe
Rishikesh & Haridwar,12.1,Rain,25.5,Moderate
Kanyakumari,24.6,Rain,12.0,Safe
Nainital,-2.6,Cloudy,24.7,Safe
Munnar,25.3,Rain,29.7,Safe
Nainital,5.9,Clear,41.6,Safe
Thiruvananthapuram,28.6,Clear,60.0,Moderate
Delhi,38.8,Clear,32.5,Safe
Alleppey,29.6,Heavy Rain,20.4,Moderate
Kodaikanal,13.3,Rain,7.8,Safe
Nashik,19.8,Rain,31.6,Moderate
Kodaikanal,20.7,Clear,26.0,Safe
Varanasi,39.9,Clear,13.5,Safe
Bengaluru,25.9,Clear,26.0,Safe
Ayodhya,37.8,Cloudy,36.7,Safe
Visakhapatnam,21.7,Clear,39.9,Safe
Jaisalmer,35.0,Clear,39.7,Safe
Delhi,33.1,Rain,16.0,Safe
Ooty,11.4,Clear,10.1,Safe
Agra,22.1,Clear,10.1,Safe
Visakhapatnam,32.1,Clear,6.8,Safe
Darjeeling,11.7,Clear,19.9,Safe
Vaishno Devi (Katra),10.6,Clear,36.7,Safe
Rameswaram,21.8,Rain,43.6,Moderate
Jaisalmer,37.7,Clear,39.5,Safe
Manali,1.5,Cloudy,17.5,Safe
Visakhapatnam,23.3,Clear,7.1,Safe
Lucknow,35.2,Cloudy,41.1,Safe
Mysuru,25.7,Rain,29.5,Safe
Jaipur,30.4,Clear,19.5,Safe
Alleppey,34.1,Rain,52.2,Moderate
Visakhapatnam,22.4,Heavy Rain,6.2,Moderate
Dharamshala,-5.0,Snow,5.4,Unsafe
Jaipur,17.2,Rain,43.1,Moderate
Udaipur,12.1,Fog,16.4,Safe
Tirupati,26.1,Clear,7.6,Safe
Tirupati,10.8,Clear,31.8,Safe
Prayagraj,24.1,Clear,12.4,Safe
Manali,11.1,Rain,40.0,Moderate
Delhi,21.2,Clear,16.3,Safe
Tirupati,28.6,Fog,32.3,Moderate
Shirdi,35.2,Clear,9.2,Safe
Jaisalmer,37.2,Clear,66.1,Moderate
Prayagraj,24.9,Clear,25.1,Safe
Mathura & Vrindavan,32.3,Heavy Rain,20.5,Moderate
Ooty,14.8,Clear,13.3,Safe
Tirupati,38.0,Cloudy,31.5,Safe
Nainital,9.2,Rain,19.9,Moderate
Ooty,9.7,Clear,10.7,Safe
Goa,30.2,Cloudy,16.1,Safe
Thiruvananthapuram,30.2,Clear,44.5,Safe
Ahmedabad,20.4,Clear,28.9,Safe
Udaipur,22.1,Rain,26.5,Safe
Shimla,14.4,Fog,27.7,Moderate
Ooty,12.2,Cloudy,32.5,Safe
Aurangabad,21.0,Fog,9.7,Safe
Nainital,-2.3,Cloudy,21.9,Safe
Prayagraj,35.6,Heavy Rain,39.4,Moderate
Kolkata,35.2,Cloudy,24.6,Safe
Visakhapatnam,27.2,Cloudy,16.6,Safe
Vaishno Devi (Katra),6.4,Clear,20.9,Safe
Kanyakumari,22.6,Rain,49.3,Moderate
Ahmedabad,19.6,Clear,37.1,Safe
Alleppey,25.5,Rain,58.1,Moderate
Ahmedabad,29.5,Clear,40.0,Safe
Kolkata,17.0,Rain,15.1,Safe
Chennai,22.6,Heavy Rain,54.3,Unsafe
Somnath,16.9,Rain,13.4,Safe
Hampi,23.4,Rain,5.0,Safe
Visakhapatnam,33.1,Clear,16.2,Safe
Thiruvananthapuram,25.8,Clear,54.8,Moderate
Coorg,8.6,Clear,28.6,Safe
Bengaluru,36.0,Cloudy,14.2,Safe
Mysuru,27.8,Rain,12.1,Safe
Nashik,24.7,Clear,18.9,Safe
Shirdi,29.7,Fog,18.0,Safe
Pune,12.4,Rain,36.4,Moderate
Vaishno Devi (Katra),-3.3,Clear,30.2,Moderate
Mumbai,25.2,Cloudy,34.7,Safe
Visakhapatnam,22.6,Rain,25.1,Safe
Pune,12.8,Rain,26.7,Safe
Rishikesh & Haridwar,7.3,Clear,26.7,Safe
Ayodhya,33.3,Cloudy,33.9,Safe
Thiruvananthapuram,30.3,Storm,5.3,Moderate
Dharamshala,12.5,Rain,33.8,Moderate
Rishikesh & Haridwar,3.6,Fog,28.8,Moderate
Hampi,13.4,Cloudy,8.5,Safe
Kochi,31.3,Clear,14.3,Safe
Statue of Unity (Kevadia),24.6,Rain,20.7,Safe
Tirupati,27.0,Clear,17.7,Safe
Rameswaram,22.0,Fog,12.9,Safe
Shimla,-4.0,Clear,11.3,Safe
Coorg,18.8,Rain,18.0,Safe
Mysuru,14.3,Rain,23.1,Safe
Mumbai,24.2,Fog,8.7,Safe
Jodhpur,30.2,Clear,37.3,Safe
Prayagraj,20.4,Cloudy,26.7,Safe
Chennai,24.4,Rain,17.1,Safe
Delhi,28.9,Clear,14.6,Safe
Nashik,34.7,Clear,8.9,Safe
Ajmer,26.8,Rain,37.7,Moderate
Lucknow,39.8,Clear,44.1,Safe
Mathura & Vrindavan,39.8,Clear,6.1,Safe
Vijayawada,29.2,Clear,18.9,Safe
Vijayawada,35.2,Rain,38.1,Moderate
Pune,15.4,Storm,24.7,Safe
Manali,4.7,Rain,22.3,Moderate
Kochi,23.4,Clear,47.8,Safe
Aurangabad,34.8,Clear,27.4,Safe
Varanasi,17.9,Cloudy,40.9,Safe
Munnar,31.9,Cloudy,36.6,Safe
Nainital,3.4,Rain,11.1,Moderate
Rameswaram,24.2,Storm,25.3,Moderate
Munnar,21.3,Clear,36.5,Safe
Pune,24.5,Clear,41.4,Safe
Vaishno Devi (Katra),1.9,Clear,44.3,Safe
Ayodhya,21.5,Cloudy,29.2,Safe
Dwarka,36.3,Rain,41.0,Moderate
Dharamshala,0.5,Heavy Snow,34.1,Unsafe
Lucknow,32.4,Clear,21.8,Safe
Coorg,23.7,Clear,9.2,Safe
Bengaluru,20.6,Clear,44.7,Safe
Nashik,27.3,Clear,27.8,Safe
Shimla,3.9,Rain,20.4,Moderate
Delhi,37.8,Heavy Rain,44.8,Moderate
Pushkar,36.1,Clear,33.8,Safe
Nashik,23.2,Fog,24.6,Safe
Lucknow,34.6,Cloudy,30.7,Safe
Dwarka,29.7,Clear,34.7,Safe
Nashik,27.6,Clear,35.1,Safe
Dharamshala,4.1,Fog,44.3,Moderate
Kanyakumari,20.5,Cloudy,29.9,Safe
Shimla,10.8,Clear,7.0,Safe
Shimla,10.1,Clear,20.2,Safe
Jaisalmer,38.6,Clear,22.2,Safe
Aurangabad,35.2,Rain,40.1,Moderate
Munnar,27.2,Rain,30.8,Moderate
Nainital,3.4,Clear,8.2,Safe
Manali,4.6,Cloudy,35.5,Safe
Pune,21.3,Clear,6.3,Safe
Ayodhya,31.3,Clear,42.6,Safe
Goa,29.6,Clear,38.0,Safe
Chennai,20.9,Cloudy,32.8,Safe
Tirupati,37.1,Clear,21.5,Safe
Agra,28.0,Clear,44.4,Safe
Dharamshala,-2.1,Cloudy,14.7,Safe
Ahmedabad,28.6,Rain,20.7,Safe
Statue of Unity (Kevadia),25.2,Clear,30.2,Safe
Hampi,20.0,Cloudy,9.4,Safe
Ajmer,31.8,Storm,33.1,Moderate
Vijayawada,35.2,Clear,31.5,Safe
Statue of Unity (Kevadia),24.3,Clear,12.3,Safe
Srinagar,0.8,Clear,17.2,Safe
Bengaluru,26.6,Cloudy,42.0,Safe
Statue of Unity (Kevadia),16.2,Rain,35.2,Moderate
Tirupati,35.5,Fog,44.8,Moderate
Jaipur,37.3,Rain,18.7,Safe
Chennai,28.0,Rain,56.5,Moderate
Kolkata,21.9,Clear,19.8,Safe
Hampi,15.5,Clear,19.1,Safe
Aurangabad,31.3,Clear,24.7,Safe
Kanyakumari,22.1,Clear,53.7,Moderate
Udaipur,11.0,Rain,13.6,Safe
Munnar,21.9,Rain,25.1,Safe
Rishikesh & Haridwar,2.2,Cloudy,17.8,Safe
Somnath,11.2,Rain,39.4,Moderate
Darjeeling,10.6,Clear,31.9,Safe
Mathura & Vrindavan,25.3,Clear,25.4,Safe
Pune,31.5,Clear,9.4,Safe
Amritsar,23.6,Rain,28.8,Safe
Mumbai,26.7,Fog,49.2,Moderate
Agra,22.6,Fog,28.4,Safe
Hampi,9.5,Clear,34.6,Safe
Ajmer,13.2,Rain,18.5,Safe
Kolkata,28.5,Clear,31.0,Safe
Kanyakumari,32.9,Clear,30.9,Safe
Lucknow,24.4,Clear,32.4,Safe
Tirupati,24.7,Cloudy,19.3,Safe
Goa,27.6,Fog,5.3,Safe
Aurangabad,21.7,Fog,20.7,Safe
Mathura & Vrindavan,23.1,Clear,32.1,Safe
Vaishno Devi (Katra),2.5,Clear,22.9,Safe
Madurai,28.6,Rain,18.2,Safe
Hampi,15.9,Cloudy,29.7,Safe
Ajmer,10.8,Clear,26.7,Safe
Vaishno Devi (Katra),4.1,Cloudy,6.6,Safe
Ajmer,13.3,Clear,43.2,Safe
Lucknow,14.0,Cloudy,43.9,Safe
Ayodhya,21.5,Cloudy,14.9,Safe
Thiruvananthapuram,22.8,Rain,15.0,Safe
Amritsar,12.7,Cloudy,36.9,Safe
Mumbai,20.0,Clear,57.6,Moderate
Lucknow,30.3,Rain,31.4,Moderate
Nashik,31.3,Rain,8.3,Safe
Chennai,22.3,Clear,25.9,Safe
Nashik,32.9,Cloudy,23.4,Safe
Mumbai,28.7,Fog,16.5,Safe
Chennai,34.4,Clear,60.0,Moderate
Madurai,24.8,Clear,22.4,Safe
Thiruvananthapuram,29.2,Heavy Rain,27.8,Moderate
Tirupati,26.6,Cloudy,9.9,Safe
Dwarka,15.2,Heavy Rain,35.2,Moderate
Kolkata,39.2,Clear,22.0,Safe
Rishikesh & Haridwar,8.2,Rain,40.6,Moderate
Alleppey,23.1,Rain,35.1,Moderate
Delhi,17.4,Rain,36.4,Moderate
Delhi,31.1,Rain,5.3,Safe
Delhi,25.7,Rain,15.4,Safe
Kanyakumari,30.5,Storm,36.0,Unsafe
Varanasi,27.3,Rain,6.8,Safe
Rameswaram,33.5,Fog,32.2,Moderate
Rameswaram,20.8,Cloudy,5.5,Safe
Ahmedabad,31.3,Heavy Rain,36.0,Moderate
Ayodhya,20.4,Clear,26.7,Safe
Rishikesh & Haridwar,-4.0,Cloudy,23.1,Safe
Mathura & Vrindavan,32.8,Clear,42.0,Safe
Statue of Unity (Kevadia),37.4,Rain,29.2,Safe
Dharamshala,8.7,Rain,24.6,Moderate
Prayagraj,13.6,Clear,9.8,Safe
Darjeeling,6.8,Rain,18.2,Moderate
Mathura & Vrindavan,11.6,Cloudy,14.4,Safe
Statue of Unity (Kevadia),20.7,Clear,8.9,Safe
Jaipur,23.0,Storm,16.0,Moderate
Darjeeling,7.7,Rain,37.1,Moderate
Agra,34.3,Clear,36.5,Safe
Nainital,14.9,Rain,29.5,Moderate
Thiruvananthapuram,27.5,Clear,27.1,Safe
Coorg,20.9,Clear,27.2,Safe
Hampi,19.5,Clear,6.6,Safe
Alleppey,35.0,Rain,37.9,Moderate
Somnath,25.1,Cloudy,26.9,Safe
Ayodhya,19.3,Clear,42.8,Safe
Vijayawada,36.6,Clear,14.9,Safe
Shirdi,20.3,Clear,13.8,Safe
Ahmedabad,38.0,Heavy Rain,15.4,Safe
Pushkar,32.9,Clear,9.3,Safe
Amritsar,12.9,Rain,26.6,Safe
Mumbai,23.1,Fog,18.1,Safe
Chennai,33.1,Clear,29.6,Safe
Srinagar,11.7,Clear,27.2,Safe
Lucknow,39.0,Heavy Rain,34.0,Moderate
Manali,1.3,Clear,28.5,Safe
Goa,23.4,Clear,52.5,Moderate
Visakhapatnam,26.8,Rain,17.6,Safe
Mathura & Vrindavan,12.8,Rain,16.4,Safe
Dharamshala,-2.8,Cloudy,13.0,Safe
Agra,36.5,Clear,29.8,Safe
Delhi,26.4,Clear,20.1,Safe
Agra,29.7,Clear,35.0,Safe
Aurangabad,31.4,Clear,39.5,Safe
Statue of Unity (Kevadia),35.2,Rain,40.1,Moderate
Varanasi,39.6,Rain,5.3,Safe
Ajmer,36.4,Clear,40.4,Safe
Dwarka,38.7,Clear,35.2,Safe
Shirdi,30.1,Cloudy,15.6,Safe
Ahmedabad,22.1,Cloudy,26.2,Safe
Statue of Unity (Kevadia),14.1,Clear,16.5,Safe
Aurangabad,37.2,Storm,12.9,Moderate
Jodhpur,32.5,Cloudy,22.2,Safe
Mumbai,20.7,Cloudy,30.1,Safe
Hampi,20.0,Clear,19.4,Safe
Manali,7.1,Rain,25.5,Moderate
Shirdi,35.3,Rain,10.2,Safe
Varanasi,16.7,Rain,32.1,Moderate
Dwarka,13.2,Fog,24.1,Safe
Vaishno Devi (Katra),-3.5,Rain,40.1,Unsafe
Mumbai,24.3,Fog,51.2,Moderate
Kanyakumari,32.4,Rain,7.2,Safe
Manali,6.3,Fog,15.1,Moderate
Jaisalmer,25.3,Cloudy,33.4,Safe
Rishikesh & Haridwar,7.3,Fog,8.6,Moderate
Kodaikanal,11.4,Clear,5.4,Safe
Alleppey,32.6,Fog,28.2,Safe
Ayodhya,20.5,Fog,36.8,Moderate
Mysuru,24.5,Cloudy,12.6,Safe
Statue of Unity (Kevadia),23.3,Clear,15.5,Safe
Ajmer,20.0,Rain,31.2,Moderate
Manali,9.1,Clear,12.5,Safe
Statue of Unity (Kevadia),33.3,Clear,28.4,Safe
Bengaluru,11.6,Rain,5.3,Safe
Alleppey,34.8,Cloudy,54.0,Moderate
Prayagraj,18.2,Storm,27.1,Moderate
Madurai,27.4,Cloudy,22.8,Safe
Vijayawada,19.0,Cloudy,27.7,Safe
Kochi,25.2,Clear,51.9,Moderate
Pune,23.3,Cloudy,16.6,Safe
Pushkar,27.7,Clear,13.1,Safe
Nainital,6.1,Rain,13.8,Moderate
Kolkata,19.7,Cloudy,5.9,Safe
Munnar,25.6,Clear,48.5,Safe
Bengaluru,11.6,Fog,42.1,Moderate
Agra,30.4,Clear,11.6,Safe
Amritsar,15.8,Clear,17.3,Safe
Manali,5.9,Cloudy,30.7,Safe
Vaishno Devi (Katra),2.5,Clear,30.9,Safe
Visakhapatnam,30.6,Rain,36.8,Moderate
Pune,23.8,Clear,37.8,Safe
Prayagraj,31.2,Rain,20.4,Safe
Varanasi,22.7,Fog,44.8,Moderate
Munnar,29.4,Storm,19.6,Moderate
Ooty,11.8,Cloudy,28.5,Safe
Lucknow,12.2,Heavy Rain,6.7,Moderate
Ayodhya,16.2,Clear,31.5,Safe
Visakhapatnam,20.0,Clear,59.8,Moderate
Vaishno Devi (Katra),-2.4,Clear,34.4,Moderate
Thiruvananthapuram,20.2,Storm,16.3,Moderate
Udaipur,13.9,Clear,22.3,Safe
Ooty,13.0,Rain,23.0,Safe
Srinagar,10.5,Cloudy,27.6,Safe
Delhi,37.5,Clear,19.7,Safe
Amritsar,25.7,Rain,11.0,Safe
Rishikesh & Haridwar,7.0,Clear,35.9,Safe
Kolkata,18.9,Clear,16.8,Safe
Hampi,16.7,Cloudy,18.5,Safe
Coorg,12.0,Clear,20.9,Safe
Tirupati,33.6,Clear,8.5,Safe
Nainital,1.6,Cloudy,31.7,Safe
Shirdi,29.5,Clear,30.0,Safe
Jaisalmer,29.4,Storm,55.1,Unsafe
Kolkata,31.9,Clear,22.7,Safe
Ayodhya,15.5,Fog,22.3,Safe
Manali,6.1,Clear,17.6,Safe
Ajmer,35.6,Storm,41.5,Moderate
Lucknow,19.3,Clear,5.2,Safe
Bengaluru,12.1,Rain,17.9,Safe
Munnar,24.2,Rain,25.6,Safe
Mumbai,22.2,Rain,54.9,Moderate
Amritsar,17.2,Clear,16.1,Safe
Lucknow,33.3,Cloudy,9.4,Safe
Jaipur,10.2,Clear,8.3,Safe
Shirdi,24.3,Rain,39.8,Moderate
Shimla,2.6,Clear,5.8,Safe
Hampi,14.0,Clear,9.2,Safe
Ooty,24.6,Cloudy,29.8,Safe
Ayodhya,16.2,Rain,17.7,Safe
Ayodhya,26.6,Clear,37.1,Safe
Amritsar,31.4,Rain,40.4,Moderate
Dharamshala,0.9,Snow,10.7,Moderate
Jaipur,12.2,Clear,9.6,Safe
Ooty,19.6,Rain,24.7,Safe
Kolkata,31.3,Fog,28.5,Safe
Amritsar,34.3,Clear,17.9,Safe
Nainital,2.0,Cloudy,11.6,Safe
Tirupati,32.0,Clear,23.6,Safe
Coorg,15.6,Clear,13.5,Safe
Madurai,29.2,Clear,6.2,Safe
Madurai,28.4,Clear,28.7,Safe
Shimla,1.8,Fog,19.0,Moderate
Coorg,21.5,Cloudy,10.1,Safe
Amritsar,15.2,Rain,22.8,Safe
Mumbai,28.8,Clear,16.4,Safe
Dwarka,23.1,Clear,22.7,Safe
Alleppey,20.5,Storm,26.2,Moderate
Vaishno Devi (Katra),-4.3,Rain,31.5,Unsafe
Somnath,23.1,Heavy Rain,44.3,Moderate
Bengaluru,23.4,Clear,34.1,Safe
Vijayawada,18.1,Clear,22.3,Safe
Manali,8.5,Fog,37.7,Moderate
Goa,21.1,Cloudy,9.1,Safe
Varanasi,19.0,Clear,35.1,Safe
Rameswaram,24.2,Clear,35.4,Safe
Nashik,27.7,Clear,40.8,Safe
Varanasi,39.7,Cloudy,27.3,Safe
Statue of Unity (Kevadia),39.8,Clear,34.5,Safe
Jaisalmer,30.7,Clear,75.3,Moderate
Nainital,7.9,Fog,27.1,Moderate
Bengaluru,27.8,Clear,17.2,Safe
Delhi,34.3,Clear,5.4,Safe
Ahmedabad,36.2,Rain,34.4,Moderate
Kanyakumari,27.4,Clear,17.8,Safe
Hampi,20.0,Clear,12.3,Safe
Dwarka,10.6,Storm,39.3,Moderate
Dharamshala,8.1,Clear,28.4,Safe
Srinagar,10.2,Fog,6.7,Moderate
Ooty,16.5,Fog,16.5,Safe
Shimla,3.3,Cloudy,29.7,Safe
Pushkar,24.5,Clear,63.6,Moderate
Rameswaram,29.5,Heavy Rain,42.5,Unsafe
Vaishno Devi (Katra),-4.7,Heavy Snow,16.3,Unsafe
Darjeeling,10.0,Cloudy,5.9,Safe
Nainital,-4.9,Fog,21.6,Moderate
Kolkata,33.7,Rain,27.3,Safe
Rishikesh & Haridwar,-0.5,Snow,22.3,Moderate
Ayodhya,36.7,Heavy Rain,33.5,Moderate
Goa,31.7,Cloudy,11.7,Safe
Madurai,28.6,Rain,33.5,Moderate
Vijayawada,10.3,Clear,16.7,Safe
Alleppey,28.6,Clear,47.0,Safe
Amritsar,35.2,Fog,15.8,Safe
Udaipur,14.0,Clear,22.8,Safe
Ajmer,14.3,Heavy Rain,26.9,Moderate
Aurangabad,34.2,Clear,28.4,Safe
Ajmer,20.5,Clear,41.6,Safe
Amritsar,21.0,Rain,35.4,Moderate
Kanyakumari,26.2,Rain,19.9,Safe
Darjeeling,-1.2,Heavy Snow,18.6,Moderate
Ooty,24.7,Rain,29.3,Safe
Udaipur,20.5,Cloudy,23.6,Safe
Jaipur,23.6,Fog,30.6,Moderate
Kanyakumari,33.6,Heavy Rain,23.2,Moderate
Munnar,24.6,Clear,23.4,Safe
Amritsar,38.9,Cloudy,18.2,Safe
Madurai,35.4,Rain,39.3,Moderate
Thiruvananthapuram,33.4,Rain,53.4,Moderate
Chennai,23.1,Storm,35.4,Unsafe
Madurai,35.3,Clear,33.3,Safe
Somnath,33.4,Clear,31.1,Safe
Nashik,36.1,Clear,27.9,Safe
Shirdi,38.9,Clear,39.4,Safe
Kolkata,13.1,Rain,28.5,Safe
Mathura & Vrindavan,12.0,Cloudy,25.3,Safe
Varanasi,30.5,Rain,36.0,Moderate
Jaisalmer,40.3,Clear,23.2,Safe
Rameswaram,32.1,Cloudy,26.5,Safe
Jaipur,28.8,Clear,32.1,Safe
Kanyakumari,25.2,Heavy Rain,53.2,Unsafe
Kochi,30.8,Rain,59.8,Moderate
Kochi,24.4,Storm,13.7,Moderate
Shirdi,21.8,Clear,40.1,Safe
Munnar,31.3,Rain,28.7,Safe
Somnath,27.4,Clear,13.6,Safe
Tirupati,31.9,Clear,43.0,Safe
Mathura & Vrindavan,18.8,Clear,13.0,Safe
Dharamshala,6.5,Fog,36.7,Moderate
Ajmer,39.2,Cloudy,44.1,Safe
Tirupati,28.6,Rain,39.8,Moderate
Prayagraj,23.2,Cloudy,23.3,Safe
Kanyakumari,25.9,Fog,58.1,Moderate
Pune,23.8,Heavy Rain,27.7,Safe
Tirupati,38.4,Clear,43.3,Safe
Nashik,21.6,Clear,7.4,Safe
Ayodhya,34.5,Clear,32.0,Safe
Vijayawada,15.0,Clear,7.6,Safe
Kanyakumari,33.3,Clear,44.0,Safe
Alleppey,25.4,Clear,57.1,Moderate
Statue of Unity (Kevadia),38.3,Cloudy,34.3,Safe
Ayodhya,37.4,Clear,19.2,Safe
Darjeeling,4.0,Clear,23.9,Safe
Udaipur,12.1,Clear,13.0,Safe
Visakhapatnam,26.2,Rain,31.5,Moderate
Ooty,10.8,Fog,9.7,Safe
Chennai,24.5,Rain,49.3,Moderate
Jaipur,33.0,Rain,5.3,Safe
Ajmer,13.0,Cloudy,34.1,Safe
Mathura & Vrindavan,19.3,Rain,23.8,Safe
Munnar,31.2,Clear,11.6,Safe
Kochi,26.1,Rain,14.4,Safe
Kochi,33.8,Clear,38.4,Safe
Lucknow,33.1,Rain,13.6,Safe
Pune,29.9,Clear,15.5,Safe
Rishikesh & Haridwar,4.7,Clear,38.8,Safe
Munnar,25.3,Heavy Rain,58.6,Unsafe
Mysuru,19.4,Clear,21.6,Safe
Dharamshala,2.5,Fog,34.0,Moderate
Bengaluru,21.5,Clear,6.6,Safe
Tirupati,30.1,Rain,39.6,Moderate
Mumbai,31.3,Clear,15.2,Safe
Prayagraj,10.3,Rain,41.0,Moderate
Bengaluru,28.1,Clear,36.1,Safe
Pune,26.5,Rain,9.6,Safe
Ayodhya,17.4,Cloudy,14.0,Safe
Somnath,21.0,Clear,22.5,Safe
Jaipur,20.2,Clear,29.0,Safe
Aurangabad,39.1,Clear,15.2,Safe
Dharamshala,3.9,Fog,19.9,Moderate
Jaipur,30.2,Clear,37.5,Safe
Jaisalmer,29.4,Clear,53.3,Moderate
Mathura & Vrindavan,22.3,Clear,28.9,Safe
Udaipur,21.7,Clear,7.1,Safe
Ooty,22.0,Cloudy,9.8,Safe
Alleppey,28.9,Rain,10.7,Safe
Nainital,8.8,Clear,39.1,Safe
Ayodhya,26.1,Rain,22.2,Safe
Dharamshala,-4.4,Fog,20.4,Moderate
Alleppey,34.1,Clear,18.8,Safe
Amritsar,38.8,Clear,32.6,Safe
Jaipur,28.0,Clear,28.1,Safe
Amritsar,27.2,Fog,41.9,Moderate
Lucknow,18.3,Cloudy,26.9,Safe
Kodaikanal,14.6,Rain,31.5,Moderate
Hampi,18.5,Clear,29.5,Safe
Statue of Unity (Kevadia),10.5,Clear,15.5,Safe
Jodhpur,34.6,Clear,27.4,Safe
Shimla,4.1,Fog,11.1,Moderate
Pushkar,21.0,Clear,31.0,Safe
Hampi,17.8,Clear,31.8,Safe
Pushkar,43.1,Clear,24.1,Safe
Jodhpur,28.0,Clear,5.2,Safe
Jaipur,38.7,Clear,32.3,Safe
Aurangabad,13.7,Heavy Rain,39.3,Moderate
Dwarka,25.4,Clear,26.7,Safe
Nashik,23.9,Clear,24.4,Safe
Dwarka,27.8,Clear,17.2,Safe
Alleppey,24.2,Fog,57.2,Moderate
Tirupati,19.2,Cloudy,12.0,Safe
Kochi,26.6,Rain,34.6,Moderate
Srinagar,10.8,Fog,43.1,Moderate
Rishikesh & Haridwar,-1.6,Rain,29.0,Moderate
Pune,21.7,Cloudy,37.3,Safe
Coorg,20.5,Fog,16.3,Safe
Goa,31.8,Cloudy,26.3,Safe
Bengaluru,12.6,Clear,43.4,Safe
Visakhapatnam,22.3,Rain,18.9,Safe
Rishikesh & Haridwar,5.7,Clear,29.2,Safe
Aurangabad,37.7,Cloudy,30.1,Safe
Nashik,25.3,Clear,34.6,Safe
Amritsar,12.2,Cloudy,8.3,Safe
Shirdi,37.3,Clear,29.1,Safe
Rishikesh & Haridwar,5.8,Cloudy,26.0,Safe
Ahmedabad,28.2,Clear,27.7,Safe
Kodaikanal,10.5,Clear,20.4,Safe
Munnar,22.0,Rain,40.0,Moderate
Kanyakumari,33.2,Cloudy,22.0,Safe
Madurai,13.1,Heavy Rain,12.5,Moderate
Delhi,20.8,Clear,23.9,Safe
Hampi,9.2,Rain,15.2,Safe
Somnath,21.1,Rain,21.6,Safe
Varanasi,23.6,Fog,40.0,Moderate
Mathura & Vrindavan,26.6,Clear,38.8,Safe
Kanyakumari,29.3,Cloudy,37.5,Safe
Thiruvananthapuram,20.7,Clear,15.4,Safe
Kodaikanal,22.6,Rain,33.1,Moderate
Tirupati,23.8,Cloudy,16.6,Safe
Nashik,17.7,Clear,17.3,Safe
Varanasi,17.9,Cloudy,12.1,Safe
Kanyakumari,23.3,Cloudy,5.0,Safe
Ahmedabad,32.1,Clear,34.4,Safe
Kanyakumari,29.7,Clear,58.3,Moderate
Alleppey,24.9,Fog,41.8,Moderate
Thiruvananthapuram,21.5,Cloudy,41.5,Safe
Vijayawada,23.5,Clear,19.4,Safe
Somnath,33.8,Cloudy,44.6,Safe
Bengaluru,37.7,Clear,31.9,Safe
Varanasi,29.2,Cloudy,11.1,Safe
Vijayawada,14.7,Clear,29.7,Safe
Munnar,22.4,Clear,56.5,Moderate
Agra,23.9,Clear,20.2,Safe
Visakhapatnam,25.1,Rain,43.3,Moderate
Jaisalmer,33.8,Clear,36.4,Safe
Darjeeling,10.3,Rain,23.3,Moderate
Amritsar,15.1,Clear,12.0,Safe
Thiruvananthapuram,30.0,Clear,32.2,Safe
Jodhpur,24.7,Clear,78.3,Moderate
Amritsar,14.3,Clear,19.8,Safe
Thiruvananthapuram,25.2,Heavy Rain,13.1,Moderate
Mysuru,14.5,Heavy Rain,12.2,Moderate
Tirupati,27.5,Clear,28.6,Safe
Visakhapatnam,26.9,Rain,6.5,Safe
Mumbai,29.3,Rain,57.0,Moderate
Ayodhya,13.3,Clear,17.5,Safe
Manali,4.3,Fog,23.1,Moderate
Ahmedabad,35.8,Rain,17.5,Safe
Pune,17.3,Cloudy,9.0,Safe
Rameswaram,22.5,Fog,33.8,Moderate
Alleppey,24.5,Clear,45.9,Safe
Madurai,25.0,Clear,6.0,Safe
Agra,30.9,Heavy Rain,35.6,Moderate
Varanasi,36.8,Clear,21.9,Safe
Shirdi,24.6,Cloudy,29.5,Safe
Dwarka,19.1,Clear,37.0,Safe
Aurangabad,34.9,Clear,13.1,Safe
Rameswaram,22.0,Rain,13.7,Safe
