Destination,Condition,Hotel_Rating,Price
Dharamshala,Rain,5,3600
Visakhapatnam,Clear,4,2440
Pune,Clear,1,1540
Jaipur,Clear,3,3720
Visakhapatnam,Clouds,4,2820
Visakhapatnam,Clear,1,1500
Aurangabad,Rain,1,1680
Aurangabad,Clear,1,1540
Alleppey,Fog,5,3190
Tirupati,Clear,5,4010
Dwarka,Clouds,2,2290
Somnath,Clear,3,2370
Pushkar,Clear,5,3260
Coorg,Clear,3,2020
Delhi,Clouds,5,8050
Lucknow,Clear,3,2000
Prayagraj,Rain,4,3250
Ooty,Clear,5,4910
Mumbai,Rain,3,2430
Dharamshala,Clear,5,3200
Alleppey,Clear,3,1920
Madurai,Rain,4,2960
Aurangabad,Clear,2,1690
Chennai,Clouds,1,3540
Prayagraj,Clear,5,4100
Bengaluru,Clear,2,3880
Statue of Unity (Kevadia),Storm,3,2270
Pune,Clouds,5,3180
Coorg,Clear,2,1820
Madurai,Clear,1,1500
Goa,Clear,3,3490
Pune,Clear,2,1730
Shimla,Fog,4,2430
Jaisalmer,Clear,1,2670
Nainital,Clear,3,3130
Vijayawada,Rain,1,1750
Mysuru,Clear,4,2660
Jaisalmer,Clear,4,4430
Pune,Fog,3,2060
Mathura & Vrindavan,Clear,3,2100
Lucknow,Clear,3,2110
Nainital,Clear,3,3150
Aurangabad,Rain,4,2860
Mysuru,Clear,1,1450
Nainital,Clouds,1,2640
Alleppey,Clouds,3,2120
Shimla,Rain,5,3560
Prayagraj,Clear,2,2260
Aurangabad,Storm,5,3970
Ahmedabad,Clear,4,2370
Coorg,Rain,4,2800
Goa,Clouds,2,3270
Madurai,Clouds,1,1560
Pushkar,Clear,4,2410
Varanasi,Rain,2,2050
Mumbai,Rain,2,2120
Coorg,Clouds,5,3470
Prayagraj,Clear,1,1890
Nainital,Fog,2,2990
Bengaluru,Heavy Rain,4,7160
Ajmer,Clear,5,5930
Kanyakumari,Clear,1,1440
Rishikesh & Haridwar,Clouds,3,2430
Udaipur,Clear,1,2670
Kochi,Clouds,3,2180
Shimla,Clouds,2,1870
Jaisalmer,Clear,4,4180
Ayodhya,Clear,5,3910
Jaisalmer,Clear,5,5840
Rishikesh & Haridwar,Clear,2,2040
Nainital,Clouds,5,5660
Kodaikanal,Rain,2,3250
Chennai,Clear,5,7370
Delhi,Clear,4,6010
Lucknow,Clouds,2,1930
Pushkar,Clear,3,1990
Jaisalmer,Storm,1,3130
Visakhapatnam,Clouds,2,1990
Mathura & Vrindavan,Clear,1,1470
Jaisalmer,Clear,2,2980
Somnath,Clear,4,2860
Darjeeling,Rain,2,1980
Visakhapatnam,Heavy Rain,1,1680
Kolkata,Clouds,5,7350
Rishikesh & Haridwar,Snow,5,4070
Somnath,Clear,4,2830
Tirupati,Clouds,3,2590
Kolkata,Clear,3,4530
Tirupati,Fog,1,1890
Srinagar,Clear,2,1850
Manali,Heavy Snow,4,4040
Dwarka,Clear,1,1900
Ajmer,Storm,1,3030
Shimla,Clear,3,1900
Coorg,Clouds,4,2610
Srinagar,Snow,4,2390
Aurangabad,Clear,1,1570
Agra,Clear,3,3780
Kanyakumari,Rain,4,3090
Rameswaram,Rain,4,3070
Nainital,Snow,3,3090
Bengaluru,Clouds,1,3410
Tirupati,Clouds,2,2400
Ayodhya,Fog,4,3080
Manali,Clear,5,5100
Mumbai,Clear,5,3400
Delhi,Fog,1,3490
Mumbai,Clouds,1,1620
Visakhapatnam,Heavy Rain,3,2270
Rameswaram,Rain,3,2270
Mathura & Vrindavan,Fog,4,2650
Srinagar,Rain,2,1980
Kochi,Clear,1,1420
Goa,Fog,5,5910
Manali,Clear,5,5210
Kolkata,Rain,5,9420
Shimla,Clouds,5,3270
Darjeeling,Fog,4,2440
Madurai,Clear,3,2080
Shimla,Clear,2,1830
Shirdi,Clear,5,3710
Ajmer,Clear,3,3440
Coorg,Clear,2,1850
Statue of Unity (Kevadia),Clear,5,3070
Ahmedabad,Rain,4,2820
Coorg,Clouds,2,1880
Kodaikanal,Fog,4,3820
Visakhapatnam,Heavy Rain,2,2000
Dharamshala,Clear,3,1930
Ayodhya,Fog,3,2540
Mysuru,Clouds,2,1840
Mathura & Vrindavan,Clear,1,1450
Nainital,Clear,1,2470
Coorg,Rain,5,3750
Visakhapatnam,Rain,5,3910
Kochi,Rain,1,1760
Nashik,Clouds,3,2040
Dwarka,Clear,2,2190
Bengaluru,Rain,3,6000
Tirupati,Storm,5,4460
Jodhpur,Clear,3,3300
Ajmer,Clear,3,3430
Kodaikanal,Fog,4,3820
Bengaluru,Clouds,1,3710
Somnath,Clear,1,1750
Somnath,Clouds,4,2990
Udaipur,Heavy Rain,2,3520
Kanyakumari,Clear,1,1620
Dharamshala,Fog,1,1420
Madurai,Rain,4,2880
Kodaikanal,Clear,2,2990
Dwarka,Clouds,4,3310
Ajmer,Clear,5,5420
Aurangabad,Rain,1,1680
Ooty,Fog,3,3310
Jodhpur,Clear,3,3370
Kodaikanal,Clear,2,2890
Dwarka,Clear,5,3780
Darjeeling,Clouds,2,1890
Ajmer,Clouds,2,3540
Rishikesh & Haridwar,Fog,5,3720
Ahmedabad,Clear,5,3040
Agra,Clear,1,2470
Kolkata,Storm,1,3910
Jaisalmer,Clear,4,4390
Madurai,Clear,4,2670
Coorg,Clear,4,2550
Udaipur,Clear,2,3370
Dharamshala,Clear,2,1730
Shimla,Snow,4,2580
Lucknow,Fog,4,2690
Srinagar,Rain,1,1620
Rishikesh & Haridwar,Rain,2,2370
Visakhapatnam,Clouds,4,2690
Nainital,Rain,2,3410
Ayodhya,Rain,4,3480
Alleppey,Clear,2,1820
Ajmer,Clear,1,2750
Nashik,Rain,5,3620
Kochi,Storm,1,1710
Statue of Unity (Kevadia),Heavy Rain,5,3520
Munnar,Clear,1,2570
Shimla,Fog,5,3250
Nainital,Rain,4,4780
Aurangabad,Fog,3,2110
Bengaluru,Clouds,5,8100
Thiruvananthapuram,Storm,2,2160
Kodaikanal,Clear,4,3770
Jaisalmer,Clear,1,2640
Ajmer,Clear,5,5420
Udaipur,Heavy Rain,3,4010
Statue of Unity (Kevadia),Clouds,5,3420
Chennai,Rain,3,5450
Pushkar,Clear,5,3410
Somnath,Rain,4,3490
Madurai,Heavy Rain,1,1700
Mathura & Vrindavan,Clear,3,1990
Ahmedabad,Clear,5,3230
Bengaluru,Clear,1,3350
Rameswaram,Clear,3,2030
Dwarka,Clouds,3,2540
Alleppey,Rain,3,2190
Chennai,Clear,5,7180
Agra,Clear,5,5380
Mathura & Vrindavan,Clouds,3,1980
Delhi,Clear,5,6970
Mysuru,Clear,3,2020
Vaishno Devi (Katra),Rain,2,2010
Shimla,Fog,1,1470
Pushkar,Clear,3,1990
Goa,Clear,2,3280
Pune,Clear,1,1490
Madurai,Fog,4,2650
Udaipur,Clouds,5,5950
Alleppey,Clouds,2,1960
Somnath,Fog,5,3830
Shimla,Clouds,1,1630
Jaipur,Clouds,2,3210
Dharamshala,Fog,3,2000
Ooty,Fog,4,4110
Alleppey,Rain,2,1990
Statue of Unity (Kevadia),Clear,2,1830
Jaisalmer,Clear,5,5400
Thiruvananthapuram,Clear,1,1440
Bengaluru,Rain,4,7230
Jaipur,Clear,2,3370
Kochi,Clear,4,2700
Goa,Heavy Rain,3,4220
Mysuru,Clouds,4,2820
Rameswaram,Clouds,5,3240
Kolkata,Rain,4,7260
Rameswaram,Rain,3,2310
Nainital,Rain,3,3580
Lucknow,Clear,3,2070
Pushkar,Clouds,1,1490
Delhi,Clear,1,3190
Visakhapatnam,Rain,2,2080
Ooty,Clear,1,2440
Pushkar,Clear,4,2470
Mysuru,Clear,2,1830
Jaipur,Rain,2,3870
Kochi,Clear,5,3360
Dwarka,Clear,4,2990
Goa,Clouds,1,2880
Pune,Clear,1,1540
Rishikesh & Haridwar,Clouds,2,2210
Srinagar,Clear,5,3300
Mysuru,Clear,2,1890
Jaipur,Clear,2,3240
Shirdi,Clouds,3,2500
Ajmer,Clear,2,3090
Amritsar,Rain,2,3420
Delhi,Clear,1,3560
Aurangabad,Clear,3,1920
Ahmedabad,Clear,2,1770
Amritsar,Clear,2,3370
Thiruvananthapuram,Fog,5,3370
Somnath,Clouds,1,1950
Jaisalmer,Clear,4,4610
Kolkata,Clear,5,7440
Mysuru,Rain,4,2850
Manali,Clear,4,3880
Ahmedabad,Clear,2,1770
Shirdi,Rain,3,2850
Ayodhya,Rain,1,2010
Vijayawada,Clear,2,1790
Thiruvananthapuram,Clouds,5,3490
Somnath,Clear,1,1930
Nainital,Fog,4,3980
Darjeeling,Rain,1,1760
Ayodhya,Clouds,5,3940
Pushkar,Clear,3,1950
Ayodhya,Clear,3,2330
Ooty,Fog,5,5470
Mysuru,Storm,4,3230
Ooty,Clear,2,3010
Mumbai,Clear,5,3050
Kodaikanal,Clear,3,3020
Pushkar,Clear,4,2670
Agra,Clear,4,4660
Madurai,Clear,1,1550
Srinagar,Clear,3,2150
Darjeeling,Clear,1,1610
Rameswaram,Rain,4,2880
Agra,Clear,5,5580
Srinagar,Clear,3,2060
Amritsar,Clouds,5,5600
Chennai,Clear,1,3480
Rishikesh & Haridwar,Heavy Snow,1,1800
Dharamshala,Fog,3,2050
Shimla,Clouds,4,2500
Kanyakumari,Clear,1,1540
Rameswaram,Clear,3,1980
Varanasi,Clear,5,3210
Delhi,Clear,1,3550
Ahmedabad,Clear,5,3330
Jodhpur,Clouds,4,4850
Jaipur,Clear,3,3580
Munnar,Heavy Rain,3,3960
Hampi,Rain,1,3240
Kodaikanal,Fog,1,2530
Dwarka,Clear,5,4140
Ayodhya,Fog,5,4090
Kochi,Clouds,5,3630
Kochi,Clouds,4,2580
Shimla,Clouds,2,1790
Rameswaram,Clear,2,1920
Mumbai,Fog,3,1940
Jaisalmer,Clear,1,2570
Kodaikanal,Clear,3,3030
Kanyakumari,Clear,4,2400
Jaisalmer,Clear,2,3090
Rishikesh & Haridwar,Clear,4,2830
Munnar,Clear,4,4260
Nashik,Rain,3,2440
Shimla,Clear,1,1440
Shimla,Clear,5,3240
Ajmer,Rain,2,3770
Ayodhya,Rain,4,3620
Jaipur,Clear,5,5560
Coorg,Rain,3,2210
Ayodhya,Rain,5,4490
Pushkar,Clear,5,3350
Dharamshala,Fog,2,1920
Ahmedabad,Clear,2,1880
Madurai,Clear,5,3190
Thiruvananthapuram,Clear,2,1740
Vijayawada,Clear,1,1540
Udaipur,Clear,4,4680
Agra,Clear,3,3760
Delhi,Clear,3,4420
Mysuru,Clear,3,2130
Ajmer,Clear,4,4380
Vaishno Devi (Katra),Clouds,3,2230
Munnar,Clouds,4,4470
Jaisalmer,Clear,2,3080
Coorg,Clear,1,1620
Ayodhya,Clear,4,2880
Coorg,Clouds,4,2690
Pune,Heavy Rain,5,3920
Agra,Clear,5,5920
Somnath,Rain,3,2680
Somnath,Clear,3,2320
Vaishno Devi (Katra),Clouds,3,2250
Ajmer,Clouds,3,3790
Kanyakumari,Clouds,4,2650
Nashik,Clear,1,1500
Agra,Clear,3,3700
Kodaikanal,Rain,2,3420
Chennai,Clouds,3,4970
Amritsar,Clear,2,3160
Chennai,Clear,2,4270
Manali,Clouds,3,3600
Lucknow,Clear,5,3210
Statue of Unity (Kevadia),Fog,4,2430
Srinagar,Clear,1,1560
Ooty,Rain,5,5780
Udaipur,Storm,4,5660
Vaishno Devi (Katra),Clear,2,1830
Ooty,Fog,3,3440
Udaipur,Clouds,5,5560
Shirdi,Clear,2,2150
Tirupati,Clear,1,1700
Varanasi,Clear,5,3180
Ahmedabad,Clear,4,2410
Goa,Rain,5,6780
Rameswaram,Clouds,2,2020
Delhi,Clouds,3,5020
Amritsar,Rain,3,4040
Kanyakumari,Clouds,4,2780
Prayagraj,Rain,1,1990
Somnath,Clear,4,2910
Jaipur,Clear,5,5650
Ayodhya,Clear,4,3150
Statue of Unity (Kevadia),Rain,5,3740
Mysuru,Rain,2,2070
Ooty,Clear,1,2280
Statue of Unity (Kevadia),Clear,2,1780
Nainital,Clouds,1,2550
Kanyakumari,Clear,2,1850
Vaishno Devi (Katra),Fog,3,1890
Jaisalmer,Storm,3,4480
Vaishno Devi (Katra),Clear,2,1870
Amritsar,Heavy Rain,5,6500
Srinagar,Clouds,1,1610
Tirupati,Clear,5,3620
Bengaluru,Rain,4,6980
Alleppey,Rain,3,2250
Visakhapatnam,Clouds,3,2230
Srinagar,Clouds,3,2180
Agra,Clear,4,4520
Thiruvananthapuram,Storm,5,3620
Kanyakumari,Rain,2,2080
Kochi,Rain,4,3010
Dwarka,Fog,3,2370
Pushkar,Clear,2,1920
Kochi,Heavy Rain,1,1810
Rishikesh & Haridwar,Clouds,1,1900
Ajmer,Fog,3,3300
Shirdi,Heavy Rain,2,2590
Varanasi,Clouds,1,1670
Udaipur,Clouds,3,3780
Ahmedabad,Clear,3,1910
Prayagraj,Rain,1,2020
Alleppey,Clear,2,1910
Shimla,Clear,2,1790
Vijayawada,Clouds,4,2730
Mysuru,Clear,4,2680
Goa,Rain,1,3170
Amritsar,Clear,5,5930
Alleppey,Clear,1,1590
Mysuru,Rain,5,3960
Ahmedabad,Clear,2,1710
Rishikesh & Haridwar,Rain,4,3390
Kodaikanal,Rain,1,2640
Shirdi,Clear,5,3760
Mysuru,Rain,5,3600
Ahmedabad,Clear,1,1610
Pune,Clear,1,1430
Thiruvananthapuram,Heavy Rain,2,2110
Ahmedabad,Rain,1,1620
Nainital,Clouds,4,4120
Kochi,Heavy Rain,2,2220
Pune,Clear,2,1760
Darjeeling,Rain,5,3770
Vaishno Devi (Katra),Clear,1,1600
Chennai,Rain,5,8800
Prayagraj,Clear,4,2900
Somnath,Rain,4,3620
Thiruvananthapuram,Rain,5,3670
Coorg,Fog,2,1790
Amritsar,Clear,4,4430
Vaishno Devi (Katra),Clouds,4,2710
Nashik,Fog,5,3260
Mumbai,Clear,3,2130
Ajmer,Clear,1,2680
Mathura & Vrindavan,Clear,1,1490
Coorg,Clear,4,2410
Hampi,Clouds,4,4390
Ajmer,Clear,5,5640
Dwarka,Rain,5,4200
Agra,Rain,3,4260
Mumbai,Rain,2,2220
Visakhapatnam,Clouds,3,2210
Pushkar,Clear,1,1420
Chennai,Clear,4,6030
Hampi,Clear,5,5770
Udaipur,Clear,3,3690
Somnath,Storm,5,4490
Manali,Clear,2,2720
Kodaikanal,Rain,5,5750
Dwarka,Rain,3,2720
Chennai,Clear,5,7050
Kolkata,Rain,2,5220
Mumbai,Clear,1,1540
Agra,Clear,1,2630
Ajmer,Clear,2,3100
Nashik,Rain,4,3090
Dharamshala,Clouds,1,1680
Madurai,Clear,3,1990
Rishikesh & Haridwar,Clouds,5,4080
Manali,Heavy Snow,4,3990
Dwarka,Clear,2,2110
Prayagraj,Rain,4,3250
Kolkata,Clear,2,4000
Hampi,Rain,4,4840
Jaisalmer,Clear,1,2510
Hampi,Clear,4,4580
Statue of Unity (Kevadia),Clear,1,1430
Rameswaram,Clear,1,1610
Amritsar,Rain,2,3690
Thiruvananthapuram,Clouds,5,3520
Aurangabad,Heavy Rain,5,3900
Chennai,Rain,4,7060
Vaishno Devi (Katra),Clear,3,2050
Ajmer,Clear,3,3340
Darjeeling,Fog,5,3300
Mysuru,Clouds,1,1630
Statue of Unity (Kevadia),Rain,4,3050
Kolkata,Clear,3,4680
Tirupati,Clouds,4,3000
Goa,Heavy Rain,5,6340
Coorg,Rain,3,2420
Kochi,Clear,2,1860
Somnath,Clouds,2,2220
Vaishno Devi (Katra),Clear,1,1500
Kochi,Clear,3,1920
Statue of Unity (Kevadia),Rain,2,2020
Mumbai,Clear,4,2490
Chennai,Clear,4,5330
Amritsar,Rain,3,3950
Kochi,Rain,2,2020
Rishikesh & Haridwar,Clouds,5,3960
Amritsar,Rain,3,3840
Madurai,Rain,1,1620
Tirupati,Rain,1,2110
Jodhpur,Clear,2,3290
Thiruvananthapuram,Fog,1,1590
Visakhapatnam,Clear,2,1860
Shirdi,Clouds,4,3060
Somnath,Clear,1,1730
Pune,Storm,3,2570
Bengaluru,Clear,4,5580
Mysuru,Clear,1,1540
Vaishno Devi (Katra),Clear,2,1880
Vaishno Devi (Katra),Heavy Snow,5,3200
Darjeeling,Clouds,4,2570
Jodhpur,Clear,2,3050
Delhi,Clear,5,7640
Bengaluru,Clouds,1,3820
Jaisalmer,Clouds,1,2810
Jodhpur,Clear,5,5930
Ahmedabad,Clear,3,1970
Somnath,Fog,2,2050
Hampi,Fog,3,3640
Ooty,Clear,2,2830
Goa,Clouds,5,5600
Dwarka,Heavy Rain,1,2050
Mysuru,Clear,5,3310
Hampi,Rain,5,6190
Shimla,Snow,4,2460
Ayodhya,Fog,5,3650
Jaisalmer,Clear,4,4490
Rameswaram,Rain,1,1790
Vijayawada,Rain,2,2140
Prayagraj,Clear,4,2910
Rishikesh & Haridwar,Clear,3,2530
Rameswaram,Heavy Rain,3,2460
Rishikesh & Haridwar,Clouds,3,2540
Ayodhya,Rain,3,2950
Ooty,Rain,1,2730
Munnar,Rain,1,2740
Jodhpur,Clear,5,5300
Bengaluru,Clear,2,4210
Jaisalmer,Clear,3,3300
Jaisalmer,Clear,4,4560
Rameswaram,Clouds,2,1820
Darjeeling,Rain,3,2450
Jaipur,Clear,2,3230
Nainital,Clear,1,2490
Ahmedabad,Clear,1,1590
Srinagar,Rain,1,1750
Prayagraj,Rain,2,2440
Delhi,Clear,1,3360
Shirdi,Clear,2,2200
Kolkata,Clear,4,6030
Rishikesh & Haridwar,Clear,3,2460
Nainital,Clear,1,2340
Lucknow,Clear,4,2380
Vijayawada,Clear,4,2500
Jodhpur,Clear,4,4370
Pune,Clear,5,3130
Udaipur,Clear,5,5710
Varanasi,Fog,3,2090
Munnar,Rain,1,2910
Pune,Clear,2,1720
Mathura & Vrindavan,Clear,2,1890
Lucknow,Clouds,2,1810
Srinagar,Fog,3,1920
Alleppey,Fog,5,3100
Srinagar,Fog,2,1710
Ooty,Clear,4,4080
Rameswaram,Fog,4,2680
Lucknow,Clouds,4,2810
Ooty,Clear,1,2330
Tirupati,Clear,3,2570
Kochi,Clouds,5,3180
Nainital,Clear,5,5400
Somnath,Clear,1,1900
Vaishno Devi (Katra),Clear,1,1480
Kanyakumari,Clear,4,2500
Mumbai,Heavy Rain,5,3920
Manali,Clear,1,2420
Agra,Heavy Rain,1,2930
Amritsar,Clear,2,3130
Bengaluru,Clear,3,4820
Munnar,Rain,1,2620
Jodhpur,Clear,4,4480
Statue of Unity (Kevadia),Clear,3,1920
Ooty,Rain,2,3350
Delhi,Clear,3,4240
Alleppey,Rain,5,3920
Bengaluru,Clear,2,4160
Mumbai,Clear,3,1890
Ahmedabad,Storm,4,3140
Varanasi,Clouds,1,1680
Thiruvananthapuram,Clear,4,2690
Madurai,Clear,4,2610
Udaipur,Rain,5,6810
Vijayawada,Clear,3,1950
Visakhapatnam,Clear,4,2460
Jodhpur,Clouds,3,3650
Pushkar,Clear,5,3330
Pune,Clear,3,1890
Prayagraj,Fog,5,4020
Pune,Clear,5,3300
Nashik,Clouds,5,3510
Chennai,Rain,2,5410
Jaipur,Clear,2,3190
Pushkar,Clear,2,1730
Chennai,Clear,2,3830
Munnar,Clear,1,2540
Kolkata,Rain,4,7400
Dwarka,Clear,1,1730
Bengaluru,Clear,4,5630
Tirupati,Clouds,4,3280
Coorg,Fog,5,3340
Goa,Clear,5,5700
Delhi,Clouds,5,7660
Jaisalmer,Clear,5,5290
Agra,Clouds,2,3130
Coorg,Rain,3,2370
Kanyakumari,Clear,5,3240
Jaisalmer,Clear,3,3520
Pune,Clear,3,1990
Udaipur,Clear,5,5410
Ooty,Rain,1,2670
Mathura & Vrindavan,Clouds,3,1970
Ajmer,Clouds,4,4450
Srinagar,Clear,1,1560
Shimla,Clouds,5,3230
Somnath,Clear,2,2110
Nainital,Fog,2,2960
Kodaikanal,Clear,5,4990
Jaipur,Clear,3,3630
Nashik,Clear,3,1940
Madurai,Clear,4,2380
Mysuru,Heavy Rain,1,1630
Agra,Clouds,2,3490
Ajmer,Clear,2,3070
Ahmedabad,Clouds,1,1680
Statue of Unity (Kevadia),Fog,4,2570
Rishikesh & Haridwar,Clouds,4,3030
Mathura & Vrindavan,Clear,1,1570
Delhi,Clear,3,4570
Kochi,Clear,2,1930
Rameswaram,Rain,3,2380
